date,stateCode,totalTokens,dataDay
2014-01-02,WV,62523,88
2014-01-02,WY,6565,88
2014-01-03,AL,365621,89
2014-01-03,AR,62559,89
2014-01-03,AZ,399029,89
2014-01-03,CA,2851209,89
2014-01-03,CO,255429,89
2014-01-03,CT,313318,89
2014-01-03,DE,19183,89
2014-01-03,FL,1472113,89
2014-01-03,GA,745016,89
2014-01-03,IA,112927,89
2014-01-03,ID,54136,89
2014-01-03,IL,160402,89
2014-01-03,IN,289165,89
2014-01-03,KS,107855,89
2014-01-03,KY,79038,89
2014-01-03,LA,428363,89
2014-01-03,MA,96867,89
2014-01-03,MD,299997,89
2014-01-03,ME,48805,89
2014-01-03,MI,851458,89
2014-01-03,MN,31711,89
2014-01-03,MO,55543,89
2014-01-03,MS,79502,89
2014-01-03,MT,9153,89
2014-01-03,NC,409766,89
2014-01-03,ND,5966,89
2014-01-03,NE,24643,89
2014-01-03,NH,25028,89
2014-01-03,NJ,95294,89
2014-01-03,NM,87649,89
2014-01-03,NV,288262,89
2014-01-03,NY,471343,89
2014-01-03,OH,853548,89
2014-01-03,OK,237714,89
2014-01-03,OR,87181,89
2014-01-03,PA,524305,89
2014-01-03,SC,300942,89
2014-01-03,SD,19485,89
2014-01-03,TN,280394,89
2014-01-03,TX,2387732,89
2014-01-03,UT,159949,89
2014-01-03,VA,184265,89
2014-01-03,VT,12671,89
2014-01-03,WA,429561,89
2014-01-03,WI,247610,89
2014-01-03,WV,62523,89
2014-01-03,WY,6870,89
2014-01-04,AL,319836,90
2014-01-04,AR,64234,90
2014-01-04,AZ,402858,90
2014-01-04,CA,2879523,90
2014-01-04,CO,291841,90
2014-01-04,CT,294906,90
2014-01-04,DE,18574,90
2014-01-04,FL,1413954,90
2014-01-04,GA,735781,90
2014-01-04,IA,118290,90
2014-01-04,ID,53383,90
2014-01-04,IL,162578,90
2014-01-04,IN,356957,90
2014-01-04,KS,116611,90
2014-01-04,KY,88163,90
2014-01-04,LA,425043,90
2014-01-04,MA,86373,90
2014-01-04,MD,293010,90
2014-01-04,ME,48616,90
2014-01-04,MI,874510,90
2014-01-04,MN,30972,90
2014-01-04,MO,59955,90
2014-01-04,MS,70115,90
2014-01-04,MT,10638,90
2014-01-04,NC,410792,90
2014-01-04,ND,6872,90
2014-01-04,NE,24296,90
2014-01-04,NH,24070,90
2014-01-04,NJ,95308,90
2014-01-04,NM,85929,90
2014-01-04,NV,285806,90
2014-01-04,NY,442844,90
2014-01-04,OH,829631,90
2014-01-04,OK,230386,90
2014-01-04,OR,89937,90
2014-01-04,PA,535689,90
2014-01-04,SC,291038,90
2014-01-04,SD,20002,90
2014-01-04,TN,277332,90
2014-01-04,TX,2381419,90
2014-01-04,UT,156519,90
2014-01-04,VA,192990,90
2014-01-04,VT,12441,90
2014-01-04,WA,412477,90
2014-01-04,WI,246267,90
2014-01-04,WV,58627,90
2014-01-04,WY,6260,90
2014-01-05,AL,361275,91
2014-01-05,AR,70424,91
2014-01-05,AZ,403957,91
2014-01-05,CA,2840957,91
2014-01-05,CO,265343,91
2014-01-05,CT,287251,91
2014-01-05,DE,18819,91
2014-01-05,FL,1375743,91
2014-01-05,GA,700436,91
2014-01-05,IA,140507,91
2014-01-05,ID,54408,91
2014-01-05,IL,187799,91
2014-01-05,IN,395581,91
2014-01-05,KS,116594,91
2014-01-05,KY,91367,91
2014-01-05,LA,414810,91
2014-01-05,MA,89083,91
2014-01-05,MD,292879,91
2014-01-05,ME,47297,91
2014-01-05,MI,1045991,91
2014-01-05,MN,32036,91
2014-01-05,MO,59440,91
2014-01-05,MS,66301,91
2014-01-05,MT,9999,91
2014-01-05,NC,424842,91
2014-01-05,ND,5770,91
2014-01-05,NE,23432,91
2014-01-05,NH,23477,91
2014-01-05,NJ,91647,91
2014-01-05,NM,84120,91
2014-01-05,NV,280109,91
2014-01-05,NY,440952,91
2014-01-05,OH,913365,91
2014-01-05,OK,223144,91
2014-01-05,OR,95505,91
2014-01-05,PA,552679,91
2014-01-05,SC,284940,91
2014-01-05,SD,22359,91
2014-01-05,TN,281724,91
2014-01-05,TX,2256873,91
2014-01-05,UT,177346,91
2014-01-05,VA,206246,91
2014-01-05,VT,11287,91
2014-01-05,WA,406441,91
2014-01-05,WI,301401,91
2014-01-05,WV,58469,91
2014-01-05,WY,5298,91
2014-01-06,AL,437338,92
2014-01-06,AR,73647,92
2014-01-06,AZ,396799,92
2014-01-06,CA,2749085,92
2014-01-06,CO,267094,92
2014-01-06,CT,300946,92
2014-01-06,DE,18367,92
2014-01-06,FL,1528266,92
2014-01-06,GA,821021,92
2014-01-06,IA,143982,92
2014-01-06,ID,56776,92
2014-01-06,IL,206605,92
2014-01-06,IN,416857,92
2014-01-06,KS,112112,92
2014-01-06,KY,94756,92
2014-01-06,LA,429414,92
2014-01-06,MA,90252,92
2014-01-06,MD,275824,92
2014-01-06,ME,59653,92
2014-01-06,MI,1114307,92
2014-01-06,MN,39302,92
2014-01-06,MO,62281,92
2014-01-06,MS,76543,92
2014-01-06,MT,9581,92
2014-01-06,NC,446942,92
2014-01-06,ND,4897,92
2014-01-06,NE,24526,92
2014-01-06,NH,24491,92
2014-01-06,NJ,90129,92
2014-01-06,NM,79226,92
2014-01-06,NV,288035,92
2014-01-06,NY,473652,92
2014-01-06,OH,996305,92
2014-01-06,OK,233123,92
2014-01-06,OR,103534,92
2014-01-06,PA,579722,92
2014-01-06,SC,286417,92
2014-01-06,SD,20291,92
2014-01-06,TN,317630,92
2014-01-06,TX,2450942,92
2014-01-06,UT,176598,92
2014-01-06,VA,203727,92
2014-01-06,VT,13302,92
2014-01-06,WA,400855,92
2014-01-06,WI,282810,92
2014-01-06,WV,74994,92
2014-01-06,WY,5505,92
2014-01-07,AL,427871,93
2014-01-07,AR,60333,93
2014-01-07,AZ,360787,93
2014-01-07,CA,2695951,93
2014-01-07,CO,244286,93
2014-01-07,CT,286696,93
2014-01-07,DE,20648,93
2014-01-07,FL,1504094,93
2014-01-07,GA,817e3,93
2014-01-07,IA,134623,93
2014-01-07,ID,48597,93
2014-01-07,IL,198024,93
2014-01-07,IN,397269,93
2014-01-07,KS,92715,93
2014-01-07,KY,86073,93
2014-01-07,LA,414765,93
2014-01-07,MA,76710,93
2014-01-07,MD,307732,93
2014-01-07,ME,50637,93
2014-01-07,MI,1131546,93
2014-01-07,MN,34459,93
2014-01-07,MO,59814,93
2014-01-07,MS,70353,93
2014-01-07,MT,9949,93
2014-01-07,NC,433307,93
2014-01-07,ND,5309,93
2014-01-07,NE,23047,93
2014-01-07,NH,22441,93
2014-01-07,NJ,96709,93
2014-01-07,NM,76835,93
2014-01-07,NV,276802,93
2014-01-07,NY,554239,93
2014-01-07,OH,1055409,93
2014-01-07,OK,206809,93
2014-01-07,OR,93308,93
2014-01-07,PA,602179,93
2014-01-07,SC,296490,93
2014-01-07,SD,18558,93
2014-01-07,TN,315609,93
2014-01-07,TX,2361576,93
2014-01-07,UT,157764,93
2014-01-07,VA,210041,93
2014-01-07,VT,13573,93
2014-01-07,WA,391155,93
2014-01-07,WI,274418,93
2014-01-07,WV,79495,93
2014-01-07,WY,4629,93
2014-01-08,AL,363426,94
2014-01-08,AR,67760,94
2014-01-08,AZ,387140,94
2014-01-08,CA,2778670,94
2014-01-08,CO,242648,94
2014-01-08,CT,272994,94
2014-01-08,DE,19646,94
2014-01-08,FL,1358668,94
2014-01-08,GA,742613,94
2014-01-08,IA,137394,94
2014-01-08,ID,57881,94
2014-01-08,IL,170519,94
2014-01-08,IN,381708,94
2014-01-08,KS,103005,94
2014-01-08,KY,94587,94
2014-01-08,LA,406689,94
2014-01-08,MA,89655,94
2014-01-08,MD,276288,94
2014-01-08,ME,49849,94
2014-01-08,MI,1086613,94
2014-01-08,MN,33754,94
2014-01-08,MO,57846,94
2014-01-08,MS,72177,94
2014-01-08,MT,9622,94
2014-01-08,NC,409760,94
2014-01-08,ND,6424,94
2014-01-08,NE,19898,94
2014-01-08,NH,20144,94
2014-01-08,NJ,91272,94
2014-01-08,NM,70845,94
2014-01-08,NV,294440,94
2014-01-08,NY,488838,94
2014-01-08,OH,983959,94
2014-01-08,OK,224528,94
2014-01-08,OR,99010,94
2014-01-08,PA,541395,94
2014-01-08,SC,265257,94
2014-01-08,SD,19740,94
2014-01-08,TN,310552,94
2014-01-08,TX,2323095,94
2014-01-08,UT,182378,94
2014-01-08,VA,202403,94
2014-01-08,VT,14028,94
2014-01-08,WA,410719,94
2014-01-08,WI,254767,94
2014-01-08,WV,90632,94
2014-01-08,WY,4847,94
2014-01-09,AL,360583,95
2014-01-09,AR,73353,95
2014-01-09,AZ,396911,95
2014-01-09,CA,2882286,95
2014-01-09,CO,246947,95
2014-01-09,CT,262701,95
2014-01-09,DE,16333,95
2014-01-09,FL,1382030,95
2014-01-09,GA,679498,95
2014-01-09,IA,127138,95
2014-01-09,ID,50007,95
2014-01-09,IL,149426,95
2014-01-09,IN,368743,95
2014-01-09,KS,98872,95
2014-01-09,KY,90857,95
2014-01-09,LA,382333,95
2014-01-09,MA,87914,95
2014-01-09,MD,268358,95
2014-01-09,ME,51054,95
2014-01-09,MI,983946,95
2014-01-09,MN,33715,95
2014-01-09,MO,61502,95
2014-01-09,MS,64848,95
2014-01-09,MT,11351,95
2014-01-09,NC,408358,95
2014-01-09,ND,5368,95
2014-01-09,NE,25028,95
2014-01-09,NH,20138,95
2014-01-09,NJ,84426,95
2014-01-09,NM,73817,95
2014-01-09,NV,290246,95
2014-01-09,NY,452222,95
2014-01-09,OH,890945,95
2014-01-09,OK,207412,95
2014-01-09,OR,98029,95
2014-01-09,PA,523935,95
2014-01-09,SC,266652,95
2014-01-09,SD,19404,95
2014-01-09,TN,309040,95
2014-01-09,TX,2345679,95
2014-01-09,UT,175493,95
2014-01-09,VA,195298,95
2014-01-09,VT,12240,95
2014-01-09,WA,413641,95
2014-01-09,WI,237964,95
2014-01-09,WV,96139,95
2014-01-09,WY,5141,95
2014-01-10,AL,339498,96
2014-01-10,AR,67819,96
2014-01-10,AZ,397289,96
2014-01-10,CA,2882986,96
2014-01-10,CO,249173,96
2014-01-10,CT,270063,96
2014-01-10,DE,17534,96
2014-01-10,FL,1348028,96
2014-01-10,GA,659534,96
2014-01-10,IA,136231,96
2014-01-10,ID,50561,96
2014-01-10,IL,143873,96
2014-01-10,IN,326828,96
2014-01-10,KS,92559,96
2014-01-10,KY,76729,96
2014-01-10,LA,383017,96
2014-01-10,MA,86488,96
2014-01-10,MD,276323,96
2014-01-10,ME,50440,96
2014-01-10,MI,851520,96
2014-01-10,MN,32993,96
2014-01-10,MO,54642,96
2014-01-10,MS,59801,96
2014-01-10,MT,10611,96
2014-01-10,NC,392576,96
2014-01-10,ND,5054,96
2014-01-10,NE,22216,96
2014-01-10,NH,21337,96
2014-01-10,NJ,85264,96
2014-01-10,NM,73793,96
2014-01-10,NV,287652,96
2014-01-10,NY,414906,96
2014-01-10,OH,779549,96
2014-01-10,OK,207032,96
2014-01-10,OR,98241,96
2014-01-10,PA,496207,96
2014-01-10,SC,259780,96
2014-01-10,SD,19079,96
2014-01-10,TN,269770,96
2014-01-10,TX,2277458,96
2014-01-10,UT,166923,96
2014-01-10,VA,198814,96
2014-01-10,VT,11791,96
2014-01-10,WA,413932,96
2014-01-10,WI,251369,96
2014-01-10,WV,88161,96
2014-01-10,WY,4097,96
2014-01-11,AL,328912,97
2014-01-11,AR,60247,97
2014-01-11,AZ,402725,97
2014-01-11,CA,2803566,97
2014-01-11,CO,246475,97
2014-01-11,CT,280610,97
2014-01-11,DE,20334,97
2014-01-11,FL,1352749,97
2014-01-11,GA,696437,97
2014-01-11,IA,129839,97
2014-01-11,ID,46372,97
2014-01-11,IL,144861,97
2014-01-11,IN,339759,97
2014-01-11,KS,112995,97
2014-01-11,KY,76132,97
2014-01-11,LA,414438,97
2014-01-11,MA,89135,97
2014-01-11,MD,282146,97
2014-01-11,ME,52012,97
2014-01-11,MI,810488,97
2014-01-11,MN,35307,97
2014-01-11,MO,52574,97
2014-01-11,MS,64980,97
2014-01-11,MT,11876,97
2014-01-11,NC,439856,97
2014-01-11,ND,6155,97
2014-01-11,NE,22131,97
2014-01-11,NH,19731,97
2014-01-11,NJ,87383,97
2014-01-11,NM,76490,97
2014-01-11,NV,263618,97
2014-01-11,NY,442810,97
2014-01-11,OH,748695,97
2014-01-11,OK,194115,97
2014-01-11,OR,90203,97
2014-01-11,PA,514324,97
2014-01-11,SC,281717,97
2014-01-11,SD,19630,97
2014-01-11,TN,270056,97
2014-01-11,TX,2140555,97
2014-01-11,UT,146761,97
2014-01-11,VA,203002,97
2014-01-11,VT,14518,97
2014-01-11,WA,475686,97
2014-01-11,WI,239329,97
2014-01-11,WV,76481,97
2014-01-11,WY,3816,97
2014-01-12,AL,345325,98
2014-01-12,AR,58967,98
2014-01-12,AZ,416468,98
2014-01-12,CA,2923344,98
2014-01-12,CO,279929,98
2014-01-12,CT,282736,98
2014-01-12,DE,21119,98
2014-01-12,FL,1377434,98
2014-01-12,GA,667840,98
2014-01-12,IA,143844,98
2014-01-12,ID,54778,98
2014-01-12,IL,153805,98
2014-01-12,IN,310016,98
2014-01-12,KS,94814,98
2014-01-12,KY,80239,98
2014-01-12,LA,370344,98
2014-01-12,MA,91817,98
2014-01-12,MD,288989,98
2014-01-12,ME,53947,98
2014-01-12,MI,842173,98
2014-01-12,MN,37797,98
2014-01-12,MO,55799,98
2014-01-12,MS,64594,98
2014-01-12,MT,10819,98
2014-01-12,NC,438872,98
2014-01-12,ND,5660,98
2014-01-12,NE,25949,98
2014-01-12,NH,21122,98
2014-01-12,NJ,93606,98
2014-01-12,NM,74600,98
2014-01-12,NV,265697,98
2014-01-12,NY,454740,98
2014-01-12,OH,815464,98
2014-01-12,OK,207859,98
2014-01-12,OR,94501,98
2014-01-12,PA,545642,98
2014-01-12,SC,289855,98
2014-01-12,SD,19446,98
2014-01-12,TN,273316,98
2014-01-12,TX,2148498,98
2014-01-12,UT,164611,98
2014-01-12,VA,214192,98
2014-01-12,VT,14090,98
2014-01-12,WA,411508,98
2014-01-12,WI,250178,98
2014-01-12,WV,68252,98
2014-01-12,WY,4466,98
2014-01-13,AL,370396,99
2014-01-13,AR,61184,99
2014-01-13,AZ,436901,99
2014-01-13,CA,2808864,99
2014-01-13,CO,242961,99
2014-01-13,CT,269531,99
2014-01-13,DE,21126,99
2014-01-13,FL,1397843,99
2014-01-13,GA,657793,99
2014-01-13,IA,144142,99
2014-01-13,ID,55537,99
2014-01-13,IL,155209,99
2014-01-13,IN,325892,99
2014-01-13,KS,106216,99
2014-01-13,KY,81352,99
2014-01-13,LA,387371,99
2014-01-13,MA,88563,99
2014-01-13,MD,263623,99
2014-01-13,ME,53417,99
2014-01-13,MI,879044,99
2014-01-13,MN,46574,99
2014-01-13,MO,61210,99
2014-01-13,MS,69957,99
2014-01-13,MT,9263,99
2014-01-13,NC,425259,99
2014-01-13,ND,4560,99
2014-01-13,NE,27245,99
2014-01-13,NH,20704,99
2014-01-13,NJ,86698,99
2014-01-13,NM,73179,99
2014-01-13,NV,251192,99
2014-01-13,NY,429709,99
2014-01-13,OH,843885,99
2014-01-13,OK,214349,99
2014-01-13,OR,98978,99
2014-01-13,PA,537426,99
2014-01-13,SC,273095,99
2014-01-13,SD,15850,99
2014-01-13,TN,269934,99
2014-01-13,TX,2354268,99
2014-01-13,UT,175640,99
2014-01-13,VA,214347,99
2014-01-13,VT,18077,99
2014-01-13,WA,408854,99
2014-01-13,WI,232704,99
2014-01-13,WV,87233,99
2014-01-13,WY,5063,99
2014-01-14,AL,356520,100
2014-01-14,AR,61471,100
2014-01-14,AZ,417220,100
2014-01-14,CA,2732535,100
2014-01-14,CO,249424,100
2014-01-14,CT,266756,100
2014-01-14,DE,24451,100
2014-01-14,FL,1370294,100
2014-01-14,GA,628840,100
2014-01-14,IA,138776,100
2014-01-14,ID,53679,100
2014-01-14,IL,152479,100
2014-01-14,IN,315817,100
2014-01-14,KS,97264,100
2014-01-14,KY,92203,100
2014-01-14,LA,370286,100
2014-01-14,MA,86241,100
2014-01-14,MD,269863,100
2014-01-14,ME,52430,100
2014-01-14,MI,816096,100
2014-01-14,MN,46331,100
2014-01-14,MO,58750,100
2014-01-14,MS,70949,100
2014-01-14,MT,7848,100
2014-01-14,NC,436208,100
2014-01-14,ND,4976,100
2014-01-14,NE,27726,100
2014-01-14,NH,21127,100
2014-01-14,NJ,85637,100
2014-01-14,NM,75686,100
2014-01-14,NV,243769,100
2014-01-14,NY,426469,100
2014-01-14,OH,804604,100
2014-01-14,OK,200413,100
2014-01-14,OR,97512,100
2014-01-14,PA,531767,100
2014-01-14,SC,270726,100
2014-01-14,SD,17905,100
2014-01-14,TN,263904,100
2014-01-14,TX,2277401,100
2014-01-14,UT,171931,100
2014-01-14,VA,204487,100
2014-01-14,VT,15423,100
2014-01-14,WA,398008,100
2014-01-14,WI,246840,100
2014-01-14,WV,82520,100
2014-01-14,WY,5966,100
2014-01-15,AL,338548,101
2014-01-15,AR,58812,101
2014-01-15,AZ,427460,101
2014-01-15,CA,2708331,101
2014-01-15,CO,238639,101
2014-01-15,CT,269380,101
2014-01-15,DE,19735,101
2014-01-15,FL,1327571,101
2014-01-15,GA,631437,101
2014-01-15,IA,137955,101
2014-01-15,ID,50121,101
2014-01-15,IL,152977,101
2014-01-15,IN,287896,101
2014-01-15,KS,99052,101
2014-01-15,KY,99749,101
2014-01-15,LA,387081,101
2014-01-15,MA,81916,101
2014-01-15,MD,261329,101
2014-01-15,ME,52189,101
2014-01-15,MI,794817,101
2014-01-15,MN,46159,101
2014-01-15,MO,57348,101
2014-01-15,MS,61821,101
2014-01-15,MT,7931,101
2014-01-15,NC,436361,101
2014-01-15,ND,4714,101
2014-01-15,NE,29246,101
2014-01-15,NH,19794,101
2014-01-15,NJ,84750,101
2014-01-15,NM,72323,101
2014-01-15,NV,258186,101
2014-01-15,NY,424115,101
2014-01-15,OH,803434,101
2014-01-15,OK,209091,101
2014-01-15,OR,100133,101
2014-01-15,PA,521467,101
2014-01-15,SC,272041,101
2014-01-15,SD,18137,101
2014-01-15,TN,267966,101
2014-01-15,TX,2202749,101
2014-01-15,UT,169338,101
2014-01-15,VA,204910,101
2014-01-15,VT,15906,101
2014-01-15,WA,397725,101
2014-01-15,WI,236656,101
2014-01-15,WV,81328,101
2014-01-15,WY,6737,101
2014-01-16,AL,325404,102
2014-01-16,AR,59650,102
2014-01-16,AZ,434986,102
2014-01-16,CA,2820418,102
2014-01-16,CO,245453,102
2014-01-16,CT,268885,102
2014-01-16,DE,16416,102
2014-01-16,FL,1311058,102
2014-01-16,GA,625003,102
2014-01-16,IA,144426,102
2014-01-16,ID,49765,102
2014-01-16,IL,147446,102
2014-01-16,IN,307781,102
2014-01-16,KS,96500,102
2014-01-16,KY,89429,102
2014-01-16,LA,368299,102
2014-01-16,MA,82605,102
2014-01-16,MD,262505,102
2014-01-16,ME,50222,102
2014-01-16,MI,836670,102
2014-01-16,MN,49308,102
2014-01-16,MO,57176,102
2014-01-16,MS,60552,102
2014-01-16,MT,8452,102
2014-01-16,NC,425618,102
2014-01-16,ND,5468,102
2014-01-16,NE,29522,102
2014-01-16,NH,19068,102
2014-01-16,NJ,80321,102
2014-01-16,NM,71923,102
2014-01-16,NV,270624,102
2014-01-16,NY,412679,102
2014-01-16,OH,807720,102
2014-01-16,OK,213119,102
2014-01-16,OR,100267,102
2014-01-16,PA,501186,102
2014-01-16,SC,262074,102
2014-01-16,SD,19711,102
2014-01-16,TN,273569,102
2014-01-16,TX,2210220,102
2014-01-16,UT,165739,102
2014-01-16,VA,208257,102
2014-01-16,VT,16773,102
2014-01-16,WA,402981,102
2014-01-16,WI,234694,102
2014-01-16,WV,80243,102
2014-01-16,WY,4844,102
2014-01-17,AL,303451,103
2014-01-17,AR,56619,103
2014-01-17,AZ,435319,103
2014-01-17,CA,2806924,103
2014-01-17,CO,244712,103
2014-01-17,CT,260662,103
2014-01-17,DE,17124,103
2014-01-17,FL,1312032,103
2014-01-17,GA,601463,103
2014-01-17,IA,137231,103
2014-01-17,ID,50851,103
2014-01-17,IL,152157,103
2014-01-17,IN,296059,103
2014-01-17,KS,94267,103
2014-01-17,KY,97763,103
2014-01-17,LA,375311,103
2014-01-17,MA,80547,103
2014-01-17,MD,242732,103
2014-01-17,ME,51778,103
2014-01-17,MI,768630,103
2014-01-17,MN,41852,103
2014-01-17,MO,55259,103
2014-01-17,MS,60990,103
2014-01-17,MT,8621,103
2014-01-17,NC,408894,103
2014-01-17,ND,5210,103
2014-01-17,NE,30281,103
2014-01-17,NH,16933,103
2014-01-17,NJ,85648,103
2014-01-17,NM,68968,103
2014-01-17,NV,282639,103
2014-01-17,NY,404158,103
2014-01-17,OH,773054,103
2014-01-17,OK,203756,103
2014-01-17,OR,96758,103
2014-01-17,PA,516281,103
2014-01-17,SC,254669,103
2014-01-17,SD,16096,103
2014-01-17,TN,267121,103
2014-01-17,TX,2152574,103
2014-01-17,UT,162332,103
2014-01-17,VA,200932,103
2014-01-17,VT,14993,103
2014-01-17,WA,408050,103
2014-01-17,WI,237790,103
2014-01-17,WV,78060,103
2014-01-17,WY,5209,103
2014-01-18,AL,297300,104
2014-01-18,AR,58722,104
2014-01-18,AZ,400073,104
2014-01-18,CA,2699513,104
2014-01-18,CO,242389,104
2014-01-18,CT,262811,104
2014-01-18,DE,15931,104
2014-01-18,FL,1271936,104
2014-01-18,GA,596423,104
2014-01-18,IA,131786,104
2014-01-18,ID,47507,104
2014-01-18,IL,158945,104
2014-01-18,IN,314832,104
2014-01-18,KS,111389,104
2014-01-18,KY,89583,104
2014-01-18,LA,356074,104
2014-01-18,MA,87175,104
2014-01-18,MD,242825,104
2014-01-18,ME,49392,104
2014-01-18,MI,756594,104
2014-01-18,MN,39633,104
2014-01-18,MO,56938,104
2014-01-18,MS,62358,104
2014-01-18,MT,7712,104
2014-01-18,NC,390732,104
2014-01-18,ND,4235,104
2014-01-18,NE,26455,104
2014-01-18,NH,20015,104
2014-01-18,NJ,83458,104
2014-01-18,NM,70962,104
2014-01-18,NV,276578,104
2014-01-18,NY,427676,104
2014-01-18,OH,759740,104
2014-01-18,OK,205561,104
2014-01-18,OR,90166,104
2014-01-18,PA,511303,104
2014-01-18,SC,253968,104
2014-01-18,SD,17831,104
2014-01-18,TN,270095,104
2014-01-18,TX,2003514,104
2014-01-18,UT,151161,104
2014-01-18,VA,199038,104
2014-01-18,VT,15587,104
2014-01-18,WA,376260,104
2014-01-18,WI,232446,104
2014-01-18,WV,73262,104
2014-01-18,WY,6418,104
2014-01-19,AL,304683,105
2014-01-19,AR,58313,105
2014-01-19,AZ,428198,105
2014-01-19,CA,2929650,105
2014-01-19,CO,286209,105
2014-01-19,CT,282110,105
2014-01-19,DE,18942,105
2014-01-19,FL,1285744,105
2014-01-19,GA,624283,105
2014-01-19,IA,146137,105
2014-01-19,ID,56383,105
2014-01-19,IL,156697,105
2014-01-19,IN,305105,105
2014-01-19,KS,100392,105
2014-01-19,KY,84454,105
2014-01-19,LA,372715,105
2014-01-19,MA,101048,105
2014-01-19,MD,267690,105
2014-01-19,ME,52351,105
2014-01-19,MI,775499,105
2014-01-19,MN,40746,105
2014-01-19,MO,58538,105
2014-01-19,MS,67863,105
2014-01-19,MT,9204,105
2014-01-19,NC,399259,105
2014-01-19,ND,4601,105
2014-01-19,NE,31839,105
2014-01-19,NH,23201,105
2014-01-19,NJ,82162,105
2014-01-19,NM,82001,105
2014-01-19,NV,283124,105
2014-01-19,NY,445479,105
2014-01-19,OH,785618,105
2014-01-19,OK,197682,105
2014-01-19,OR,102150,105
2014-01-19,PA,529830,105
2014-01-19,SC,251778,105
2014-01-19,SD,20516,105
2014-01-19,TN,274842,105
2014-01-19,TX,2090884,105
2014-01-19,UT,167883,105
2014-01-19,VA,213339,105
2014-01-19,VT,17007,105
2014-01-19,WA,500476,105
2014-01-19,WI,261135,105
2014-01-19,WV,71785,105
2014-01-19,WY,5267,105
2014-01-20,AL,345206,106
2014-01-20,AR,62100,106
2014-01-20,AZ,426751,106
2014-01-20,CA,2761483,106
2014-01-20,CO,252178,106
2014-01-20,CT,269708,106
2014-01-20,DE,20331,106
2014-01-20,FL,1315964,106
2014-01-20,GA,648955,106
2014-01-20,IA,138636,106
2014-01-20,ID,55779,106
2014-01-20,IL,164903,106
2014-01-20,IN,309225,106
2014-01-20,KS,115590,106
2014-01-20,KY,89510,106
2014-01-20,LA,390861,106
2014-01-20,MA,98052,106
2014-01-20,MD,272167,106
2014-01-20,ME,53453,106
2014-01-20,MI,828956,106
2014-01-20,MN,41255,106
2014-01-20,MO,61822,106
2014-01-20,MS,65535,106
2014-01-20,MT,9705,106
2014-01-20,NC,386813,106
2014-01-20,ND,4782,106
2014-01-20,NE,31197,106
2014-01-20,NH,19803,106
2014-01-20,NJ,95644,106
2014-01-20,NM,79228,106
2014-01-20,NV,261321,106
2014-01-20,NY,441012,106
2014-01-20,OH,845917,106
2014-01-20,OK,208428,106
2014-01-20,OR,94900,106
2014-01-20,PA,547727,106
2014-01-20,SC,271035,106
2014-01-20,SD,17925,106
2014-01-20,TN,268204,106
2014-01-20,TX,2196197,106
2014-01-20,UT,150560,106
2014-01-20,VA,238803,106
2014-01-20,VT,16197,106
2014-01-20,WA,406065,106
2014-01-20,WI,244681,106
2014-01-20,WV,73081,106
2014-01-20,WY,6209,106
2014-01-21,AL,345151,107
2014-01-21,AR,58417,107
2014-01-21,AZ,419601,107
2014-01-21,CA,2699739,107
2014-01-21,CO,251353,107
2014-01-21,CT,339826,107
2014-01-21,DE,25814,107
2014-01-21,FL,1309367,107
2014-01-21,GA,615500,107
2014-01-21,IA,134903,107
2014-01-21,ID,53741,107
2014-01-21,IL,177868,107
2014-01-21,IN,346070,107
2014-01-21,KS,114390,107
2014-01-21,KY,109785,107
2014-01-21,LA,381494,107
2014-01-21,MA,101009,107
2014-01-21,MD,374129,107
2014-01-21,ME,52682,107
2014-01-21,MI,793941,107
2014-01-21,MN,44080,107
2014-01-21,MO,69367,107
2014-01-21,MS,68288,107
2014-01-21,MT,9670,107
2014-01-21,NC,477409,107
2014-01-21,ND,4481,107
2014-01-21,NE,27070,107
2014-01-21,NH,19021,107
2014-01-21,NJ,118969,107
2014-01-21,NM,79913,107
2014-01-21,NV,253043,107
2014-01-21,NY,432534,107
2014-01-21,OH,847623,107
2014-01-21,OK,202178,107
2014-01-21,OR,101850,107
2014-01-21,PA,633212,107
2014-01-21,SC,253014,107
2014-01-21,SD,17156,107
2014-01-21,TN,280963,107
2014-01-21,TX,2127882,107
2014-01-21,UT,162112,107
2014-01-21,VA,285511,107
2014-01-21,VT,14531,107
2014-01-21,WA,405025,107
2014-01-21,WI,244026,107
2014-01-21,WV,104858,107
2014-01-21,WY,7367,107
2014-01-22,AL,343865,108
2014-01-22,AR,63955,108
2014-01-22,AZ,427396,108
2014-01-22,CA,2665645,108
2014-01-22,CO,251e3,108
2014-01-22,CT,300761,108
2014-01-22,DE,30833,108
2014-01-22,FL,1266296,108
2014-01-22,GA,616823,108
2014-01-22,IA,152184,108
2014-01-22,ID,54360,108
2014-01-22,IL,171565,108
2014-01-22,IN,320887,108
2014-01-22,KS,113063,108
2014-01-22,KY,102602,108
2014-01-22,LA,376073,108
2014-01-22,MA,98367,108
2014-01-22,MD,326399,108
2014-01-22,ME,54058,108
2014-01-22,MI,829362,108
2014-01-22,MN,44463,108
2014-01-22,MO,70118,108
2014-01-22,MS,65509,108
2014-01-22,MT,8287,108
2014-01-22,NC,447240,108
2014-01-22,ND,4963,108
2014-01-22,NE,28813,108
2014-01-22,NH,20742,108
2014-01-22,NJ,92940,108
2014-01-22,NM,74345,108
