date,stateCode,total
2013-12-25,MT,11029
2013-12-25,NC,393746
2013-12-25,ND,6112
2013-12-25,NE,20398
2013-12-25,NH,22053
2013-12-25,NJ,100464
2013-12-25,NM,77340
2013-12-25,NV,268998
2013-12-25,NY,485920
2013-12-25,OH,763258
2013-12-25,OK,227965
2013-12-25,OR,94547
2013-12-25,PA,536245
2013-12-25,SC,259987
2013-12-25,SD,19660
2013-12-25,TN,253267
2013-12-25,TX,2267031
2013-12-25,UT,165362
2013-12-25,VA,193142
2013-12-25,VT,13903
2013-12-25,WA,418810
2013-12-25,WI,244792
2013-12-25,WV,50353
2013-12-25,WY,7781
2013-12-26,AL,284268
2013-12-26,AR,61063
2013-12-26,AZ,373436
2013-12-26,CA,2686170
2013-12-26,CO,231475
2013-12-26,CT,265347
2013-12-26,DE,18117
2013-12-26,FL,1348511
2013-12-26,GA,635808
2013-12-26,IA,112783
2013-12-26,ID,50958
2013-12-26,IL,135325
2013-12-26,IN,249390
2013-12-26,KS,91959
2013-12-26,KY,74518
2013-12-26,LA,371657
2013-12-26,MA,86530
2013-12-26,MD,250889
2013-12-26,ME,47876
2013-12-26,MI,769204
2013-12-26,MN,28973
2013-12-26,MO,46641
2013-12-26,MS,64967
2013-12-26,MT,9900
2013-12-26,NC,362706
2013-12-26,ND,5386
2013-12-26,NE,19452
2013-12-26,NH,19763
2013-12-26,NJ,84303
2013-12-26,NM,74897
2013-12-26,NV,256596
2013-12-26,NY,395910
2013-12-26,OH,677841
2013-12-26,OK,214175
2013-12-26,OR,87679
2013-12-26,PA,471384
2013-12-26,SC,243272
2013-12-26,SD,18306
2013-12-26,TN,231139
2013-12-26,TX,2190099
2013-12-26,UT,143720
2013-12-26,VA,168872
2013-12-26,VT,11498
2013-12-26,WA,374098
2013-12-26,WI,223423
2013-12-26,WV,44101
2013-12-26,WY,8524
2013-12-27,AL,306057
2013-12-27,AR,60243
2013-12-27,AZ,420796
2013-12-27,CA,2836831
2013-12-27,CO,265849
2013-12-27,CT,272538
2013-12-27,DE,18240
2013-12-27,FL,1402311
2013-12-27,GA,668862
2013-12-27,IA,115999
2013-12-27,ID,57490
2013-12-27,IL,133992
2013-12-27,IN,267980
2013-12-27,KS,98122
2013-12-27,KY,81066
2013-12-27,LA,402361
2013-12-27,MA,82885
2013-12-27,MD,272317
2013-12-27,ME,45743
2013-12-27,MI,797199
2013-12-27,MN,32784
2013-12-27,MO,47198
2013-12-27,MS,65019
2013-12-27,MT,9874
2013-12-27,NC,386243
2013-12-27,ND,5880
2013-12-27,NE,21372
2013-12-27,NH,21822
2013-12-27,NJ,92078
2013-12-27,NM,81679
2013-12-27,NV,273669
2013-12-27,NY,437310
2013-12-27,OH,711493
2013-12-27,OK,210418
2013-12-27,OR,88452
2013-12-27,PA,486951
2013-12-27,SC,260073
2013-12-27,SD,19427
2013-12-27,TN,243289
2013-12-27,TX,2320924
2013-12-27,UT,161791
2013-12-27,VA,178242
2013-12-27,VT,12434
2013-12-27,WA,381472
2013-12-27,WI,237711
2013-12-27,WV,49042
2013-12-27,WY,9275
2013-12-28,AL,355259
2013-12-28,AR,63395
2013-12-28,AZ,402840
2013-12-28,CA,2752585
2013-12-28,CO,264407
2013-12-28,CT,270066
2013-12-28,DE,16372
2013-12-28,FL,1480737
2013-12-28,GA,696392
2013-12-28,IA,113638
2013-12-28,ID,58339
2013-12-28,IL,147886
2013-12-28,IN,267843
2013-12-28,KS,102256
2013-12-28,KY,99253
2013-12-28,LA,424349
2013-12-28,MA,89126
2013-12-28,MD,259751
2013-12-28,ME,44975
2013-12-28,MI,822680
2013-12-28,MN,28076
2013-12-28,MO,47974
2013-12-28,MS,71175
2013-12-28,MT,9680
2013-12-28,NC,381723
2013-12-28,ND,8338
2013-12-28,NE,21752
2013-12-28,NH,20933
2013-12-28,NJ,88705
2013-12-28,NM,80590
2013-12-28,NV,287329
2013-12-28,NY,439904
2013-12-28,OH,737162
2013-12-28,OK,194834
2013-12-28,OR,91232
2013-12-28,PA,498452
2013-12-28,SC,248190
2013-12-28,SD,20272
2013-12-28,TN,259214
2013-12-28,TX,2259437
2013-12-28,UT,157120
2013-12-28,VA,178546
2013-12-28,VT,13280
2013-12-28,WA,394444
2013-12-28,WI,238692
2013-12-28,WV,48728
2013-12-28,WY,10633
2013-12-29,AL,312541
2013-12-29,AR,53403
2013-12-29,AZ,410715
2013-12-29,CA,2730017
2013-12-29,CO,268106
2013-12-29,CT,292382
2013-12-29,DE,23013
2013-12-29,FL,1480574
2013-12-29,GA,698889
2013-12-29,IA,117418
2013-12-29,ID,55156
2013-12-29,IL,152623
2013-12-29,IN,281228
2013-12-29,KS,96823
2013-12-29,KY,74942
2013-12-29,LA,420438
2013-12-29,MA,88858
2013-12-29,MD,318325
2013-12-29,ME,48616
2013-12-29,MI,794258
2013-12-29,MN,29256
2013-12-29,MO,45914
2013-12-29,MS,74214
2013-12-29,MT,11488
2013-12-29,NC,406127
2013-12-29,ND,4915
2013-12-29,NE,19590
2013-12-29,NH,23047
2013-12-29,NJ,105477
2013-12-29,NM,78462
2013-12-29,NV,276185
2013-12-29,NY,453785
2013-12-29,OH,774472
2013-12-29,OK,204775
2013-12-29,OR,86135
2013-12-29,PA,580197
2013-12-29,SC,261424
2013-12-29,SD,20067
2013-12-29,TN,258125
2013-12-29,TX,2289026
2013-12-29,UT,153089
2013-12-29,VA,190625
2013-12-29,VT,11710
2013-12-29,WA,407779
2013-12-29,WI,287956
2013-12-29,WV,50848
2013-12-29,WY,8313
2013-12-30,AL,349687
2013-12-30,AR,66929
2013-12-30,AZ,410640
2013-12-30,CA,2833951
2013-12-30,CO,267762
2013-12-30,CT,290156
2013-12-30,DE,20691
2013-12-30,FL,1483384
2013-12-30,GA,732239
2013-12-30,IA,119379
2013-12-30,ID,58861
2013-12-30,IL,150446
2013-12-30,IN,279631
2013-12-30,KS,99951
2013-12-30,KY,81750
2013-12-30,LA,442582
2013-12-30,MA,83716
2013-12-30,MD,291919
2013-12-30,ME,44491
2013-12-30,MI,859621
2013-12-30,MN,30415
2013-12-30,MO,44881
2013-12-30,MS,74781
2013-12-30,MT,9834
2013-12-30,NC,405439
2013-12-30,ND,5781
2013-12-30,NE,21861
2013-12-30,NH,21675
2013-12-30,NJ,90722
2013-12-30,NM,84388
2013-12-30,NV,295218
2013-12-30,NY,428738
2013-12-30,OH,798729
2013-12-30,OK,218011
2013-12-30,OR,90552
2013-12-30,PA,526774
2013-12-30,SC,282712
2013-12-30,SD,18673
2013-12-30,TN,284098
2013-12-30,TX,2448523
2013-12-30,UT,162630
2013-12-30,VA,189498
2013-12-30,VT,11700
2013-12-30,WA,407615
2013-12-30,WI,240340
2013-12-30,WV,56810
2013-12-30,WY,7626
2013-12-31,AL,341470
2013-12-31,AR,63600
2013-12-31,AZ,449540
2013-12-31,CA,3074256
2013-12-31,CO,271687
2013-12-31,CT,300934
2013-12-31,DE,18651
2013-12-31,FL,1583433
2013-12-31,GA,742161
2013-12-31,IA,120909
2013-12-31,ID,58103
2013-12-31,IL,156423
2013-12-31,IN,295890
2013-12-31,KS,100265
2013-12-31,KY,86818
2013-12-31,LA,436173
2013-12-31,MA,90100
2013-12-31,MD,295597
2013-12-31,ME,46688
2013-12-31,MI,833026
2013-12-31,MN,34014
2013-12-31,MO,46666
2013-12-31,MS,68137
2013-12-31,MT,10850
2013-12-31,NC,407521
2013-12-31,ND,5171
2013-12-31,NE,20832
2013-12-31,NH,21247
2013-12-31,NJ,87750
2013-12-31,NM,93318
2013-12-31,NV,328339
2013-12-31,NY,453043
2013-12-31,OH,785067
2013-12-31,OK,212948
2013-12-31,OR,98194
2013-12-31,PA,534727
2013-12-31,SC,280219
2013-12-31,SD,20844
2013-12-31,TN,293295
2013-12-31,TX,2503957
2013-12-31,UT,169314
2013-12-31,VA,206175
2013-12-31,VT,13595
2013-12-31,WA,442685
2013-12-31,WI,258646
2013-12-31,WV,54880
2013-12-31,WY,6062
2014-01-01,AL,315249
2014-01-01,AR,61134
2014-01-01,AZ,407537
2014-01-01,CA,2747525
2014-01-01,CO,260020
2014-01-01,CT,316957
2014-01-01,DE,17640
2014-01-01,FL,1519163
2014-01-01,GA,703064
2014-01-01,IA,144293
2014-01-01,ID,56212
2014-01-01,IL,158211
2014-01-01,IN,274633
2014-01-01,KS,115065
2014-01-01,KY,80622
2014-01-01,LA,402713
2014-01-01,MA,104191
2014-01-01,MD,299147
2014-01-01,ME,52418
2014-01-01,MI,969512
2014-01-01,MN,36244
2014-01-01,MO,52931
2014-01-01,MS,68201
2014-01-01,MT,11578
2014-01-01,NC,405183
2014-01-01,ND,5563
2014-01-01,NE,28235
2014-01-01,NH,27764
2014-01-01,NJ,99890
2014-01-01,NM,77940
2014-01-01,NV,290974
2014-01-01,NY,486631
2014-01-01,OH,814331
2014-01-01,OK,200661
2014-01-01,OR,86927
2014-01-01,PA,552505
2014-01-01,SC,276508
2014-01-01,SD,24487
2014-01-01,TN,272800
2014-01-01,TX,2246216
2014-01-01,UT,161504
2014-01-01,VA,188568
2014-01-01,VT,13332
2014-01-01,WA,385702
2014-01-01,WI,285697
2014-01-01,WV,55747
2014-01-01,WY,6383
2014-01-02,AL,376995
2014-01-02,AR,63706
2014-01-02,AZ,393574
2014-01-02,CA,2670426
2014-01-02,CO,253269
2014-01-02,CT,351993
2014-01-02,DE,17152
2014-01-02,FL,1425031
2014-01-02,GA,702760
2014-01-02,IA,119937
2014-01-02,ID,54184
2014-01-02,IL,161465
2014-01-02,IN,294904
2014-01-02,KS,99406
2014-01-02,KY,87849
2014-01-02,LA,455319
2014-01-02,MA,101597
2014-01-02,MD,293797
2014-01-02,ME,54348
2014-01-02,MI,867440
2014-01-02,MN,30545
2014-01-02,MO,47760
2014-01-02,MS,71207
2014-01-02,MT,8395
2014-01-02,NC,398067
2014-01-02,ND,4788
2014-01-02,NE,21413
2014-01-02,NH,27584
2014-01-02,NJ,103405
2014-01-02,NM,83475
2014-01-02,NV,275232
2014-01-02,NY,486867
2014-01-02,OH,873779
2014-01-02,OK,232540
2014-01-02,OR,93711
2014-01-02,PA,562127
2014-01-02,SC,276814
2014-01-02,SD,18169
2014-01-02,TN,278373
2014-01-02,TX,2348209
2014-01-02,UT,157818
2014-01-02,VA,178346
2014-01-02,VT,14731
2014-01-02,WA,399925
2014-01-02,WI,243276
2014-01-02,WV,62523
2014-01-02,WY,6565
2014-01-03,AL,365621
2014-01-03,AR,62559
2014-01-03,AZ,399029
2014-01-03,CA,2851209
2014-01-03,CO,255429
2014-01-03,CT,313318
2014-01-03,DE,19183
2014-01-03,FL,1472113
2014-01-03,GA,745016
2014-01-03,IA,112927
2014-01-03,ID,54136
2014-01-03,IL,160402
2014-01-03,IN,289165
2014-01-03,KS,107855
2014-01-03,KY,79038
2014-01-03,LA,428363
2014-01-03,MA,96867
2014-01-03,MD,299997
2014-01-03,ME,48805
2014-01-03,MI,851458
2014-01-03,MN,31711
2014-01-03,MO,55543
2014-01-03,MS,79502
2014-01-03,MT,9153
2014-01-03,NC,409766
2014-01-03,ND,5966
2014-01-03,NE,24643
2014-01-03,NH,25028
2014-01-03,NJ,95294
2014-01-03,NM,87649
2014-01-03,NV,288262
2014-01-03,NY,471343
2014-01-03,OH,853548
2014-01-03,OK,237714
2014-01-03,OR,87181
2014-01-03,PA,524305
2014-01-03,SC,300942
2014-01-03,SD,19485
2014-01-03,TN,280394
2014-01-03,TX,2387732
2014-01-03,UT,159949
2014-01-03,VA,184265
2014-01-03,VT,12671
2014-01-03,WA,429561
2014-01-03,WI,247610
2014-01-03,WV,62523
2014-01-03,WY,6870
2014-01-04,AL,319836
2014-01-04,AR,64234
2014-01-04,AZ,402858
2014-01-04,CA,2879523
2014-01-04,CO,291841
2014-01-04,CT,294906
2014-01-04,DE,18574
2014-01-04,FL,1413954
2014-01-04,GA,735781
2014-01-04,IA,118290
2014-01-04,ID,53383
2014-01-04,IL,162578
2014-01-04,IN,356957
2014-01-04,KS,116611
2014-01-04,KY,88163
2014-01-04,LA,425043
2014-01-04,MA,86373
2014-01-04,MD,293010
2014-01-04,ME,48616
2014-01-04,MI,874510
2014-01-04,MN,30972
2014-01-04,MO,59955
2014-01-04,MS,70115
2014-01-04,MT,10638
2014-01-04,NC,410792
2014-01-04,ND,6872
2014-01-04,NE,24296
2014-01-04,NH,24070
2014-01-04,NJ,95308
2014-01-04,NM,85929
2014-01-04,NV,285806
2014-01-04,NY,442844
2014-01-04,OH,829631
2014-01-04,OK,230386
2014-01-04,OR,89937
2014-01-04,PA,535689
2014-01-04,SC,291038
2014-01-04,SD,20002
2014-01-04,TN,277332
2014-01-04,TX,2381419
2014-01-04,UT,156519
2014-01-04,VA,192990
2014-01-04,VT,12441
2014-01-04,WA,412477
2014-01-04,WI,246267
2014-01-04,WV,58627
2014-01-04,WY,6260
2014-01-05,AL,361275
2014-01-05,AR,70424
2014-01-05,AZ,403957
2014-01-05,CA,2840957
2014-01-05,CO,265343
2014-01-05,CT,287251
2014-01-05,DE,18819
2014-01-05,FL,1375743
2014-01-05,GA,700436
2014-01-05,IA,140507
2014-01-05,ID,54408
2014-01-05,IL,187799
2014-01-05,IN,395581
2014-01-05,KS,116594
2014-01-05,KY,91367
2014-01-05,LA,414810
2014-01-05,MA,89083
2014-01-05,MD,292879
2014-01-05,ME,47297
2014-01-05,MI,1045991
2014-01-05,MN,32036
2014-01-05,MO,59440
2014-01-05,MS,66301
2014-01-05,MT,9999
2014-01-05,NC,424842
2014-01-05,ND,5770
2014-01-05,NE,23432
2014-01-05,NH,23477
2014-01-05,NJ,91647
2014-01-05,NM,84120
2014-01-05,NV,280109
2014-01-05,NY,440952
2014-01-05,OH,913365
2014-01-05,OK,223144
2014-01-05,OR,95505
2014-01-05,PA,552679
2014-01-05,SC,284940
2014-01-05,SD,22359
2014-01-05,TN,281724
2014-01-05,TX,2256873
2014-01-05,UT,177346
2014-01-05,VA,206246
2014-01-05,VT,11287
2014-01-05,WA,406441
2014-01-05,WI,301401
2014-01-05,WV,58469
2014-01-05,WY,5298
2014-01-06,AL,437338
2014-01-06,AR,73647
2014-01-06,AZ,396799
2014-01-06,CA,2749085
2014-01-06,CO,267094
2014-01-06,CT,300946
2014-01-06,DE,18367
2014-01-06,FL,1528266
2014-01-06,GA,821021
2014-01-06,IA,143982
2014-01-06,ID,56776
2014-01-06,IL,206605
2014-01-06,IN,416857
2014-01-06,KS,112112
2014-01-06,KY,94756
2014-01-06,LA,429414
2014-01-06,MA,90252
2014-01-06,MD,275824
2014-01-06,ME,59653
2014-01-06,MI,1114307
2014-01-06,MN,39302
2014-01-06,MO,62281
2014-01-06,MS,76543
2014-01-06,MT,9581
2014-01-06,NC,446942
2014-01-06,ND,4897
2014-01-06,NE,24526
2014-01-06,NH,24491
2014-01-06,NJ,90129
2014-01-06,NM,79226
2014-01-06,NV,288035
2014-01-06,NY,473652
2014-01-06,OH,996305
2014-01-06,OK,233123
2014-01-06,OR,103534
2014-01-06,PA,579722
2014-01-06,SC,286417
2014-01-06,SD,20291
2014-01-06,TN,317630
2014-01-06,TX,2450942
2014-01-06,UT,176598
2014-01-06,VA,203727
2014-01-06,VT,13302
2014-01-06,WA,400855
2014-01-06,WI,282810
2014-01-06,WV,74994
2014-01-06,WY,5505
2014-01-07,AL,427871
2014-01-07,AR,60333
2014-01-07,AZ,360787
2014-01-07,CA,2695951
2014-01-07,CO,244286
2014-01-07,CT,286696
2014-01-07,DE,20648
2014-01-07,FL,1504094
2014-01-07,GA,817e3
2014-01-07,IA,134623
2014-01-07,ID,48597
2014-01-07,IL,198024
2014-01-07,IN,397269
2014-01-07,KS,92715
2014-01-07,KY,86073
2014-01-07,LA,414765
2014-01-07,MA,76710
2014-01-07,MD,307732
2014-01-07,ME,50637
2014-01-07,MI,1131546
2014-01-07,MN,34459
2014-01-07,MO,59814
2014-01-07,MS,70353
2014-01-07,MT,9949
2014-01-07,NC,433307
2014-01-07,ND,5309
2014-01-07,NE,23047
2014-01-07,NH,22441
2014-01-07,NJ,96709
2014-01-07,NM,76835
2014-01-07,NV,276802
2014-01-07,NY,554239
2014-01-07,OH,1055409
2014-01-07,OK,206809
2014-01-07,OR,93308
2014-01-07,PA,602179
2014-01-07,SC,296490
2014-01-07,SD,18558
2014-01-07,TN,315609
2014-01-07,TX,2361576
2014-01-07,UT,157764
2014-01-07,VA,210041
2014-01-07,VT,13573
2014-01-07,WA,391155
2014-01-07,WI,274418
2014-01-07,WV,79495
2014-01-07,WY,4629
2014-01-08,AL,363426
2014-01-08,AR,67760
2014-01-08,AZ,387140
2014-01-08,CA,2778670
2014-01-08,CO,242648
2014-01-08,CT,272994
2014-01-08,DE,19646
2014-01-08,FL,1358668
2014-01-08,GA,742613
2014-01-08,IA,137394
2014-01-08,ID,57881
2014-01-08,IL,170519
2014-01-08,IN,381708
2014-01-08,KS,103005
2014-01-08,KY,94587
2014-01-08,LA,406689
2014-01-08,MA,89655
2014-01-08,MD,276288
2014-01-08,ME,49849
2014-01-08,MI,1086613
2014-01-08,MN,33754
2014-01-08,MO,57846
2014-01-08,MS,72177
2014-01-08,MT,9622
2014-01-08,NC,409760
2014-01-08,ND,6424
2014-01-08,NE,19898
2014-01-08,NH,20144
2014-01-08,NJ,91272
2014-01-08,NM,70845
2014-01-08,NV,294440
2014-01-08,NY,488838
2014-01-08,OH,983959
2014-01-08,OK,224528
2014-01-08,OR,99010
2014-01-08,PA,541395
2014-01-08,SC,265257
2014-01-08,SD,19740
2014-01-08,TN,310552
2014-01-08,TX,2323095
2014-01-08,UT,182378
2014-01-08,VA,202403
2014-01-08,VT,14028
2014-01-08,WA,410719
2014-01-08,WI,254767
2014-01-08,WV,90632
2014-01-08,WY,4847
2014-01-09,AL,360583
2014-01-09,AR,73353
2014-01-09,AZ,396911
2014-01-09,CA,2882286
2014-01-09,CO,246947
2014-01-09,CT,262701
2014-01-09,DE,16333
2014-01-09,FL,1382030
2014-01-09,GA,679498
2014-01-09,IA,127138
2014-01-09,ID,50007
2014-01-09,IL,149426
2014-01-09,IN,368743
2014-01-09,KS,98872
2014-01-09,KY,90857
2014-01-09,LA,382333
2014-01-09,MA,87914
2014-01-09,MD,268358
2014-01-09,ME,51054
2014-01-09,MI,983946
2014-01-09,MN,33715
2014-01-09,MO,61502
2014-01-09,MS,64848
2014-01-09,MT,11351
2014-01-09,NC,408358
2014-01-09,ND,5368
2014-01-09,NE,25028
2014-01-09,NH,20138
2014-01-09,NJ,84426
2014-01-09,NM,73817
2014-01-09,NV,290246
2014-01-09,NY,452222
2014-01-09,OH,890945
2014-01-09,OK,207412
2014-01-09,OR,98029
2014-01-09,PA,523935
2014-01-09,SC,266652
2014-01-09,SD,19404
2014-01-09,TN,309040
2014-01-09,TX,2345679
2014-01-09,UT,175493
2014-01-09,VA,195298
2014-01-09,VT,12240
2014-01-09,WA,413641
2014-01-09,WI,237964
2014-01-09,WV,96139
2014-01-09,WY,5141
2014-01-10,AL,339498
2014-01-10,AR,67819
2014-01-10,AZ,397289
2014-01-10,CA,2882986
2014-01-10,CO,249173
2014-01-10,CT,270063
2014-01-10,DE,17534
2014-01-10,FL,1348028
2014-01-10,GA,659534
2014-01-10,IA,136231
2014-01-10,ID,50561
2014-01-10,IL,143873
2014-01-10,IN,326828
2014-01-10,KS,92559
2014-01-10,KY,76729
2014-01-10,LA,383017
2014-01-10,MA,86488
2014-01-10,MD,276323
2014-01-10,ME,50440
2014-01-10,MI,851520
2014-01-10,MN,32993
2014-01-10,MO,54642
2014-01-10,MS,59801
2014-01-10,MT,10611
2014-01-10,NC,392576
2014-01-10,ND,5054
2014-01-10,NE,22216
2014-01-10,NH,21337
2014-01-10,NJ,85264
2014-01-10,NM,73793
2014-01-10,NV,287652
2014-01-10,NY,414906
2014-01-10,OH,779549
2014-01-10,OK,207032
2014-01-10,OR,98241
2014-01-10,PA,496207
2014-01-10,SC,259780
2014-01-10,SD,19079
2014-01-10,TN,269770
2014-01-10,TX,2277458
2014-01-10,UT,166923
2014-01-10,VA,198814
2014-01-10,VT,11791
2014-01-10,WA,413932
2014-01-10,WI,251369
2014-01-10,WV,88161
2014-01-10,WY,4097
2014-01-11,AL,328912
2014-01-11,AR,60247
2014-01-11,AZ,402725
2014-01-11,CA,2803566
2014-01-11,CO,246475
2014-01-11,CT,280610
2014-01-11,DE,20334
2014-01-11,FL,1352749
2014-01-11,GA,696437
2014-01-11,IA,129839
2014-01-11,ID,46372
2014-01-11,IL,144861
2014-01-11,IN,339759
2014-01-11,KS,112995
2014-01-11,KY,76132
2014-01-11,LA,414438
2014-01-11,MA,89135
2014-01-11,MD,282146
2014-01-11,ME,52012
2014-01-11,MI,810488
2014-01-11,MN,35307
2014-01-11,MO,52574
2014-01-11,MS,64980
2014-01-11,MT,11876
2014-01-11,NC,439856
2014-01-11,ND,6155
2014-01-11,NE,22131
2014-01-11,NH,19731
2014-01-11,NJ,87383
2014-01-11,NM,76490
2014-01-11,NV,263618
2014-01-11,NY,442810
2014-01-11,OH,748695
2014-01-11,OK,194115
2014-01-11,OR,90203
2014-01-11,PA,514324
2014-01-11,SC,281717
2014-01-11,SD,19630
2014-01-11,TN,270056
2014-01-11,TX,2140555
2014-01-11,UT,146761
2014-01-11,VA,203002
2014-01-11,VT,14518
2014-01-11,WA,475686
2014-01-11,WI,239329
2014-01-11,WV,76481
2014-01-11,WY,3816
2014-01-12,AL,345325
2014-01-12,AR,58967
2014-01-12,AZ,416468
2014-01-12,CA,2923344
2014-01-12,CO,279929
2014-01-12,CT,282736
2014-01-12,DE,21119
2014-01-12,FL,1377434
2014-01-12,GA,667840
2014-01-12,IA,143844
2014-01-12,ID,54778
2014-01-12,IL,153805
2014-01-12,IN,310016
2014-01-12,KS,94814
2014-01-12,KY,80239
2014-01-12,LA,370344
2014-01-12,MA,91817
2014-01-12,MD,288989
2014-01-12,ME,53947
2014-01-12,MI,842173
2014-01-12,MN,37797
2014-01-12,MO,55799
2014-01-12,MS,64594
2014-01-12,MT,10819
2014-01-12,NC,438872
2014-01-12,ND,5660
2014-01-12,NE,25949
2014-01-12,NH,21122
2014-01-12,NJ,93606
2014-01-12,NM,74600
2014-01-12,NV,265697
2014-01-12,NY,454740
2014-01-12,OH,815464
2014-01-12,OK,207859
2014-01-12,OR,94501
2014-01-12,PA,545642
2014-01-12,SC,289855
2014-01-12,SD,19446
2014-01-12,TN,273316
2014-01-12,TX,2148498
2014-01-12,UT,164611
2014-01-12,VA,214192
2014-01-12,VT,14090
2014-01-12,WA,411508
2014-01-12,WI,250178
2014-01-12,WV,68252
2014-01-12,WY,4466
2014-01-13,AL,370396
2014-01-13,AR,61184
2014-01-13,AZ,436901
2014-01-13,CA,2808864
2014-01-13,CO,242961
2014-01-13,CT,269531
2014-01-13,DE,21126
2014-01-13,FL,1397843
2014-01-13,GA,657793
2014-01-13,IA,144142
2014-01-13,ID,55537
2014-01-13,IL,155209
2014-01-13,IN,325892
2014-01-13,KS,106216
2014-01-13,KY,81352
2014-01-13,LA,387371
2014-01-13,MA,88563
2014-01-13,MD,263623
2014-01-13,ME,53417
2014-01-13,MI,879044
2014-01-13,MN,46574
2014-01-13,MO,61210
2014-01-13,MS,69957
2014-01-13,MT,9263
2014-01-13,NC,425259
2014-01-13,ND,4560
2014-01-13,NE,27245
2014-01-13,NH,20704
2014-01-13,NJ,86698
2014-01-13,NM,73179
2014-01-13,NV,251192
2014-01-13,NY,429709
2014-01-13,OH,843885
2014-01-13,OK,214349
2014-01-13,OR,98978
2014-01-13,PA,537426
2014-01-13,SC,273095
2014-01-13,SD,15850
2014-01-13,TN,269934
2014-01-13,TX,2354268
2014-01-13,UT,175640
2014-01-13,VA,214347
2014-01-13,VT,18077
2014-01-13,WA,408854
2014-01-13,WI,232704
2014-01-13,WV,87233
2014-01-13,WY,5063
2014-01-14,AL,356520
2014-01-14,AR,61471
2014-01-14,AZ,417220
2014-01-14,CA,2732535
2014-01-14,CO,249424
2014-01-14,CT,266756
2014-01-14,DE,24451
2014-01-14,FL,1370294
2014-01-14,GA,628840
2014-01-14,IA,138776
2014-01-14,ID,53679
2014-01-14,IL,152479
2014-01-14,IN,315817
2014-01-14,KS,97264
2014-01-14,KY,92203
2014-01-14,LA,370286
2014-01-14,MA,86241
2014-01-14,MD,269863
2014-01-14,ME,52430
2014-01-14,MI,816096
2014-01-14,MN,46331
2014-01-14,MO,58750
2014-01-14,MS,70949
2014-01-14,MT,7848
2014-01-14,NC,436208
2014-01-14,ND,4976
2014-01-14,NE,27726
2014-01-14,NH,21127
2014-01-14,NJ,85637
2014-01-14,NM,75686
2014-01-14,NV,243769
2014-01-14,NY,426469
2014-01-14,OH,804604
2014-01-14,OK,200413
2014-01-14,OR,97512
2014-01-14,PA,531767
2014-01-14,SC,270726
2014-01-14,SD,17905
2014-01-14,TN,263904
2014-01-14,TX,2277401
2014-01-14,UT,171931
2014-01-14,VA,204487
2014-01-14,VT,15423
2014-01-14,WA,398008
2014-01-14,WI,246840
2014-01-14,WV,82520
2014-01-14,WY,5966
2014-01-15,AL,338548
2014-01-15,AR,58812
2014-01-15,AZ,427460
2014-01-15,CA,2708331
2014-01-15,CO,238639
2014-01-15,CT,269380
2014-01-15,DE,19735
2014-01-15,FL,1327571
2014-01-15,GA,631437
2014-01-15,IA,137955
2014-01-15,ID,50121
2014-01-15,IL,152977
2014-01-15,IN,287896
2014-01-15,KS,99052
2014-01-15,KY,99749
2014-01-15,LA,387081
2014-01-15,MA,81916
2014-01-15,MD,261329
2014-01-15,ME,52189
2014-01-15,MI,794817
2014-01-15,MN,46159
2014-01-15,MO,57348
2014-01-15,MS,61821
2014-01-15,MT,7931
2014-01-15,NC,436361
2014-01-15,ND,4714
2014-01-15,NE,29246
2014-01-15,NH,19794
2014-01-15,NJ,84750
2014-01-15,NM,72323
2014-01-15,NV,258186
2014-01-15,NY,424115
2014-01-15,OH,803434
2014-01-15,OK,209091
2014-01-15,OR,100133
2014-01-15,PA,521467
2014-01-15,SC,272041
2014-01-15,SD,18137
2014-01-15,TN,267966
2014-01-15,TX,2202749
2014-01-15,UT,169338
2014-01-15,VA,204910
2014-01-15,VT,15906
2014-01-15,WA,397725
2014-01-15,WI,236656
2014-01-15,WV,81328
2014-01-15,WY,6737
2014-01-16,AL,325404
2014-01-16,AR,59650
2014-01-16,AZ,434986
2014-01-16,CA,2820418
2014-01-16,CO,245453
2014-01-16,CT,268885
2014-01-16,DE,16416
2014-01-16,FL,1311058
2014-01-16,GA,625003
2014-01-16,IA,144426
2014-01-16,ID,49765
2014-01-16,IL,147446
2014-01-16,IN,307781
2014-01-16,KS,96500
2014-01-16,KY,89429
2014-01-16,LA,368299
2014-01-16,MA,82605
2014-01-16,MD,262505
2014-01-16,ME,50222
2014-01-16,MI,836670
2014-01-16,MN,49308
2014-01-16,MO,57176
2014-01-16,MS,60552
2014-01-16,MT,8452
2014-01-16,NC,425618
2014-01-16,ND,5468
2014-01-16,NE,29522
2014-01-16,NH,19068
2014-01-16,NJ,80321
2014-01-16,NM,71923
2014-01-16,NV,270624
2014-01-16,NY,412679
2014-01-16,OH,807720
2014-01-16,OK,213119
2014-01-16,OR,100267
2014-01-16,PA,501186
2014-01-16,SC,262074
2014-01-16,SD,19711
2014-01-16,TN,273569
2014-01-16,TX,2210220
2014-01-16,UT,165739
2014-01-16,VA,208257
2014-01-16,VT,16773
2014-01-16,WA,402981
2014-01-16,WI,234694
2014-01-16,WV,80243
2014-01-16,WY,4844
2014-01-17,AL,303451
2014-01-17,AR,56619
2014-01-17,AZ,435319
2014-01-17,CA,2806924
2014-01-17,CO,244712
2014-01-17,CT,260662
2014-01-17,DE,17124
2014-01-17,FL,1312032
