date,stateCode,total
2014-04-24,OH,707250
2014-04-24,OK,208935
2014-04-24,OR,87680
2014-04-24,PA,464335
2014-04-24,SC,236819
2014-04-24,SD,17744
2014-04-24,TN,264236
2014-04-24,TX,2237051
2014-04-24,UT,152033
2014-04-24,VA,195633
2014-04-24,VT,11650
2014-04-24,WA,386346
2014-04-24,WI,216105
2014-04-24,WV,60636
2014-04-24,WY,4595
2014-04-25,AL,271693
2014-04-25,AR,54148
2014-04-25,AZ,427676
2014-04-25,CA,2809576
2014-04-25,CO,221207
2014-04-25,CT,220344
2014-04-25,DE,18001
2014-04-25,FL,1220896
2014-04-25,GA,551729
2014-04-25,IA,124855
2014-04-25,ID,48279
2014-04-25,IL,130629
2014-04-25,IN,242412
2014-04-25,KS,87330
2014-04-25,KY,88107
2014-04-25,LA,391566
2014-04-25,MA,76623
2014-04-25,MD,222920
2014-04-25,ME,47408
2014-04-25,MI,676767
2014-04-25,MN,33309
2014-04-25,MO,57019
2014-04-25,MS,51660
2014-04-25,MT,11209
2014-04-25,NC,394486
2014-04-25,ND,3642
2014-04-25,NE,29542
2014-04-25,NH,15420
2014-04-25,NJ,61429
2014-04-25,NM,71311
2014-04-25,NV,260939
2014-04-25,NY,367610
2014-04-25,OH,660956
2014-04-25,OK,164359
2014-04-25,OR,82963
2014-04-25,PA,441576
2014-04-25,SC,207188
2014-04-25,SD,15566
2014-04-25,TN,235938
2014-04-25,TX,1983269
2014-04-25,UT,143406
2014-04-25,VA,190865
2014-04-25,VT,12420
2014-04-25,WA,356997
2014-04-25,WI,198258
2014-04-25,WV,56277
2014-04-25,WY,4284
2014-04-26,AL,252901
2014-04-26,AR,52310
2014-04-26,AZ,391224
2014-04-26,CA,2644261
2014-04-26,CO,205710
2014-04-26,CT,227065
2014-04-26,DE,15013
2014-04-26,FL,1219888
2014-04-26,GA,556910
2014-04-26,IA,109415
2014-04-26,ID,41158
2014-04-26,IL,115134
2014-04-26,IN,248937
2014-04-26,KS,81187
2014-04-26,KY,72538
2014-04-26,LA,344976
2014-04-26,MA,80106
2014-04-26,MD,219534
2014-04-26,ME,46157
2014-04-26,MI,659597
2014-04-26,MN,28615
2014-04-26,MO,49352
2014-04-26,MS,53076
2014-04-26,MT,13730
2014-04-26,NC,354597
2014-04-26,ND,4102
2014-04-26,NE,25112
2014-04-26,NH,13888
2014-04-26,NJ,61116
2014-04-26,NM,71797
2014-04-26,NV,263286
2014-04-26,NY,358372
2014-04-26,OH,587352
2014-04-26,OK,163919
2014-04-26,OR,74283
2014-04-26,PA,420314
2014-04-26,SC,201189
2014-04-26,SD,14425
2014-04-26,TN,220167
2014-04-26,TX,1853853
2014-04-26,UT,121733
2014-04-26,VA,180067
2014-04-26,VT,12664
2014-04-26,WA,334656
2014-04-26,WI,197545
2014-04-26,WV,45960
2014-04-26,WY,4214
2014-04-27,AL,320922
2014-04-27,AR,75916
2014-04-27,AZ,402330
2014-04-27,CA,2742581
2014-04-27,CO,229274
2014-04-27,CT,254589
2014-04-27,DE,19645
2014-04-27,FL,1367053
2014-04-27,GA,651266
2014-04-27,IA,128053
2014-04-27,ID,47575
2014-04-27,IL,137996
2014-04-27,IN,266333
2014-04-27,KS,97076
2014-04-27,KY,82696
2014-04-27,LA,414940
2014-04-27,MA,91279
2014-04-27,MD,263492
2014-04-27,ME,46853
2014-04-27,MI,766978
2014-04-27,MN,33721
2014-04-27,MO,66885
2014-04-27,MS,61687
2014-04-27,MT,12570
2014-04-27,NC,391179
2014-04-27,ND,4417
2014-04-27,NE,26473
2014-04-27,NH,14695
2014-04-27,NJ,73099
2014-04-27,NM,78475
2014-04-27,NV,258595
2014-04-27,NY,426608
2014-04-27,OH,700623
2014-04-27,OK,204773
2014-04-27,OR,77788
2014-04-27,PA,468152
2014-04-27,SC,243031
2014-04-27,SD,16059
2014-04-27,TN,254971
2014-04-27,TX,2144470
2014-04-27,UT,132938
2014-04-27,VA,197106
2014-04-27,VT,12331
2014-04-27,WA,349350
2014-04-27,WI,230354
2014-04-27,WV,57779
2014-04-27,WY,4690
2014-04-28,AL,421375
2014-04-28,AR,66721
2014-04-28,AZ,441329
2014-04-28,CA,2850381
2014-04-28,CO,248535
2014-04-28,CT,250276
2014-04-28,DE,23502
2014-04-28,FL,1429956
2014-04-28,GA,680992
2014-04-28,IA,145745
2014-04-28,ID,49240
2014-04-28,IL,146787
2014-04-28,IN,303826
2014-04-28,KS,99676
2014-04-28,KY,90393
2014-04-28,LA,453778
2014-04-28,MA,84393
2014-04-28,MD,264027
2014-04-28,ME,49013
2014-04-28,MI,764970
2014-04-28,MN,40242
2014-04-28,MO,73622
2014-04-28,MS,83605
2014-04-28,MT,11578
2014-04-28,NC,421812
2014-04-28,ND,4067
2014-04-28,NE,26092
2014-04-28,NH,14165
2014-04-28,NJ,79535
2014-04-28,NM,74797
2014-04-28,NV,253052
2014-04-28,NY,407421
2014-04-28,OH,787070
2014-04-28,OK,209947
2014-04-28,OR,87803
2014-04-28,PA,498335
2014-04-28,SC,252855
2014-04-28,SD,20371
2014-04-28,TN,316465
2014-04-28,TX,2388555
2014-04-28,UT,150867
2014-04-28,VA,209003
2014-04-28,VT,10940
2014-04-28,WA,353423
2014-04-28,WI,225916
2014-04-28,WV,63191
2014-04-28,WY,4861
2014-04-29,AL,474591
2014-04-29,AR,65502
2014-04-29,AZ,465862
2014-04-29,CA,3004068
2014-04-29,CO,251790
2014-04-29,CT,248644
2014-04-29,DE,22517
2014-04-29,FL,1432963
2014-04-29,GA,689182
2014-04-29,IA,145646
2014-04-29,ID,47307
2014-04-29,IL,148940
2014-04-29,IN,295906
2014-04-29,KS,103534
2014-04-29,KY,89616
2014-04-29,LA,429380
2014-04-29,MA,95228
2014-04-29,MD,267069
2014-04-29,ME,48572
2014-04-29,MI,779041
2014-04-29,MN,41586
2014-04-29,MO,66707
2014-04-29,MS,75105
2014-04-29,MT,11462
2014-04-29,NC,447225
2014-04-29,ND,4441
2014-04-29,NE,30402
2014-04-29,NH,17245
2014-04-29,NJ,86728
2014-04-29,NM,77569
2014-04-29,NV,251035
2014-04-29,NY,444278
2014-04-29,OH,769371
2014-04-29,OK,218960
2014-04-29,OR,86211
2014-04-29,PA,488344
2014-04-29,SC,243765
2014-04-29,SD,18192
2014-04-29,TN,293022
2014-04-29,TX,2334675
2014-04-29,UT,150310
2014-04-29,VA,218533
2014-04-29,VT,12728
2014-04-29,WA,377167
2014-04-29,WI,227550
2014-04-29,WV,71002
2014-04-29,WY,4740
2014-04-30,AL,334758
2014-04-30,AR,62129
2014-04-30,AZ,434598
2014-04-30,CA,2936364
2014-04-30,CO,250214
2014-04-30,CT,262743
2014-04-30,DE,21649
2014-04-30,FL,1356633
2014-04-30,GA,636273
2014-04-30,IA,144544
2014-04-30,ID,49749
2014-04-30,IL,138991
2014-04-30,IN,287602
2014-04-30,KS,100810
2014-04-30,KY,84473
2014-04-30,LA,388856
2014-04-30,MA,90702
2014-04-30,MD,276715
2014-04-30,ME,44367
2014-04-30,MI,719753
2014-04-30,MN,41532
2014-04-30,MO,62558
2014-04-30,MS,71348
2014-04-30,MT,10349
2014-04-30,NC,425523
2014-04-30,ND,4244
2014-04-30,NE,30800
2014-04-30,NH,17034
2014-04-30,NJ,83910
2014-04-30,NM,76778
2014-04-30,NV,235262
2014-04-30,NY,422930
2014-04-30,OH,730190
2014-04-30,OK,211059
2014-04-30,OR,88193
2014-04-30,PA,491432
2014-04-30,SC,237440
2014-04-30,SD,19e3
2014-04-30,TN,258393
2014-04-30,TX,2184876
2014-04-30,UT,142036
2014-04-30,VA,205072
2014-04-30,VT,12391
2014-04-30,WA,366142
2014-04-30,WI,223759
2014-04-30,WV,59008
2014-04-30,WY,3913
2014-05-01,AL,303724
2014-05-01,AR,58962
2014-05-01,AZ,455947
2014-05-01,CA,2909849
2014-05-01,CO,249805
2014-05-01,CT,246e3
2014-05-01,DE,19292
2014-05-01,FL,1307266
2014-05-01,GA,641958
2014-05-01,IA,145936
2014-05-01,ID,49383
2014-05-01,IL,135547
2014-05-01,IN,301488
2014-05-01,KS,95599
2014-05-01,KY,81709
2014-05-01,LA,371996
2014-05-01,MA,92764
2014-05-01,MD,248036
2014-05-01,ME,48506
2014-05-01,MI,705331
2014-05-01,MN,44486
2014-05-01,MO,64840
2014-05-01,MS,67401
2014-05-01,MT,10995
2014-05-01,NC,384610
2014-05-01,ND,3734
2014-05-01,NE,28621
2014-05-01,NH,19452
2014-05-01,NJ,72411
2014-05-01,NM,69358
2014-05-01,NV,235152
2014-05-01,NY,402862
2014-05-01,OH,707180
2014-05-01,OK,204305
2014-05-01,OR,86304
2014-05-01,PA,449406
2014-05-01,SC,228193
2014-05-01,SD,17990
2014-05-01,TN,245027
2014-05-01,TX,2104077
2014-05-01,UT,141691
2014-05-01,VA,191224
2014-05-01,VT,12972
2014-05-01,WA,368696
2014-05-01,WI,216458
2014-05-01,WV,56228
2014-05-01,WY,4670
2014-05-02,AL,261184
2014-05-02,AR,47679
2014-05-02,AZ,408076
2014-05-02,CA,2675965
2014-05-02,CO,210503
2014-05-02,CT,216917
2014-05-02,DE,15023
2014-05-02,FL,1173998
2014-05-02,GA,535857
2014-05-02,IA,119584
2014-05-02,ID,45903
2014-05-02,IL,114813
2014-05-02,IN,261079
2014-05-02,KS,82947
2014-05-02,KY,70726
2014-05-02,LA,342034
2014-05-02,MA,76573
2014-05-02,MD,222989
2014-05-02,ME,42443
2014-05-02,MI,621110
2014-05-02,MN,38317
2014-05-02,MO,54483
2014-05-02,MS,55336
2014-05-02,MT,9024
2014-05-02,NC,326727
2014-05-02,ND,3407
2014-05-02,NE,27809
2014-05-02,NH,17568
2014-05-02,NJ,70534
2014-05-02,NM,64092
2014-05-02,NV,239722
2014-05-02,NY,360581
2014-05-02,OH,603061
2014-05-02,OK,165483
2014-05-02,OR,79886
2014-05-02,PA,425490
2014-05-02,SC,202960
2014-05-02,SD,15831
2014-05-02,TN,217474
2014-05-02,TX,1956616
2014-05-02,UT,127185
2014-05-02,VA,169881
2014-05-02,VT,11740
2014-05-02,WA,330071
2014-05-02,WI,195956
2014-05-02,WV,53175
2014-05-02,WY,4658
2014-05-03,AL,246061
2014-05-03,AR,52575
2014-05-03,AZ,380154
2014-05-03,CA,2614067
2014-05-03,CO,205116
2014-05-03,CT,224116
2014-05-03,DE,10792
2014-05-03,FL,1185732
2014-05-03,GA,556167
2014-05-03,IA,108996
2014-05-03,ID,40739
2014-05-03,IL,112044
2014-05-03,IN,258450
2014-05-03,KS,80234
2014-05-03,KY,60777
2014-05-03,LA,330060
2014-05-03,MA,78138
2014-05-03,MD,211637
2014-05-03,ME,40302
2014-05-03,MI,625993
2014-05-03,MN,30973
2014-05-03,MO,50159
2014-05-03,MS,51981
2014-05-03,MT,9827
2014-05-03,NC,320869
2014-05-03,ND,3746
2014-05-03,NE,25798
2014-05-03,NH,16152
2014-05-03,NJ,63050
2014-05-03,NM,64453
2014-05-03,NV,254526
2014-05-03,NY,357557
2014-05-03,OH,599373
2014-05-03,OK,168578
2014-05-03,OR,83413
2014-05-03,PA,408423
2014-05-03,SC,193948
2014-05-03,SD,17003
2014-05-03,TN,219303
2014-05-03,TX,1877168
2014-05-03,UT,114284
2014-05-03,VA,167882
2014-05-03,VT,12111
2014-05-03,WA,329200
2014-05-03,WI,198793
2014-05-03,WV,40420
2014-05-03,WY,2651
2014-05-04,AL,287098
2014-05-04,AR,52406
2014-05-04,AZ,414580
2014-05-04,CA,2752121
2014-05-04,CO,224587
2014-05-04,CT,260848
2014-05-04,DE,17838
2014-05-04,FL,1304010
2014-05-04,GA,632395
2014-05-04,IA,119059
2014-05-04,ID,45813
2014-05-04,IL,136038
2014-05-04,IN,259486
2014-05-04,KS,98090
2014-05-04,KY,74453
2014-05-04,LA,372219
2014-05-04,MA,85914
2014-05-04,MD,247603
2014-05-04,ME,45356
2014-05-04,MI,719011
2014-05-04,MN,33725
2014-05-04,MO,59825
2014-05-04,MS,57838
2014-05-04,MT,11322
2014-05-04,NC,373038
2014-05-04,ND,4467
2014-05-04,NE,29585
2014-05-04,NH,19495
2014-05-04,NJ,81548
2014-05-04,NM,72882
2014-05-04,NV,265249
2014-05-04,NY,415500
2014-05-04,OH,699154
2014-05-04,OK,194589
2014-05-04,OR,79077
2014-05-04,PA,470569
2014-05-04,SC,220732
2014-05-04,SD,17815
2014-05-04,TN,232252
2014-05-04,TX,2238391
2014-05-04,UT,130773
2014-05-04,VA,190971
2014-05-04,VT,13074
2014-05-04,WA,348235
2014-05-04,WI,207123
2014-05-04,WV,42962
2014-05-04,WY,3262
2014-05-05,AL,314548
2014-05-05,AR,64174
2014-05-05,AZ,457992
2014-05-05,CA,2802753
2014-05-05,CO,234539
2014-05-05,CT,253220
2014-05-05,DE,17709
2014-05-05,FL,1317855
2014-05-05,GA,674567
2014-05-05,IA,134333
2014-05-05,ID,47999
2014-05-05,IL,136450
2014-05-05,IN,276637
2014-05-05,KS,100653
2014-05-05,KY,83582
2014-05-05,LA,415458
2014-05-05,MA,83031
2014-05-05,MD,249833
2014-05-05,ME,44128
2014-05-05,MI,704801
2014-05-05,MN,35817
2014-05-05,MO,69884
2014-05-05,MS,69429
2014-05-05,MT,10238
2014-05-05,NC,389169
2014-05-05,ND,2956
2014-05-05,NE,29380
2014-05-05,NH,17651
2014-05-05,NJ,72253
2014-05-05,NM,74618
2014-05-05,NV,261138
2014-05-05,NY,410728
2014-05-05,OH,734248
2014-05-05,OK,224040
2014-05-05,OR,85343
2014-05-05,PA,481262
2014-05-05,SC,245829
2014-05-05,SD,15653
2014-05-05,TN,253939
2014-05-05,TX,2295993
2014-05-05,UT,149146
2014-05-05,VA,208186
2014-05-05,VT,12515
2014-05-05,WA,367499
2014-05-05,WI,213171
2014-05-05,WV,42053
2014-05-05,WY,3250
2014-05-06,AL,278853
2014-05-06,AR,54099
2014-05-06,AZ,443042
2014-05-06,CA,2781198
2014-05-06,CO,231429
2014-05-06,CT,241724
2014-05-06,DE,17171
2014-05-06,FL,1266112
2014-05-06,GA,642868
2014-05-06,IA,131834
2014-05-06,ID,45702
2014-05-06,IL,139218
2014-05-06,IN,261127
2014-05-06,KS,103234
2014-05-06,KY,82661
2014-05-06,LA,398792
2014-05-06,MA,86353
2014-05-06,MD,235421
2014-05-06,ME,42711
2014-05-06,MI,684644
2014-05-06,MN,37297
2014-05-06,MO,63798
2014-05-06,MS,63727
2014-05-06,MT,10941
2014-05-06,NC,386065
2014-05-06,ND,3571
2014-05-06,NE,29852
2014-05-06,NH,15876
2014-05-06,NJ,67120
2014-05-06,NM,71914
2014-05-06,NV,248700
2014-05-06,NY,385021
2014-05-06,OH,673819
2014-05-06,OK,201290
2014-05-06,OR,89079
2014-05-06,PA,447481
2014-05-06,SC,232474
2014-05-06,SD,15611
2014-05-06,TN,252256
2014-05-06,TX,2275767
2014-05-06,UT,139323
2014-05-06,VA,190625
2014-05-06,VT,10681
2014-05-06,WA,355291
2014-05-06,WI,204076
2014-05-06,WV,41398
2014-05-06,WY,3525
2014-05-07,AL,297163
2014-05-07,AR,59901
2014-05-07,AZ,425755
2014-05-07,CA,2722197
2014-05-07,CO,241152
2014-05-07,CT,250724
2014-05-07,DE,15938
2014-05-07,FL,1264549
2014-05-07,GA,637276
2014-05-07,IA,137316
2014-05-07,ID,43519
2014-05-07,IL,128932
2014-05-07,IN,265609
2014-05-07,KS,102001
2014-05-07,KY,81166
2014-05-07,LA,395569
2014-05-07,MA,74273
2014-05-07,MD,242416
2014-05-07,ME,44987
2014-05-07,MI,711329
2014-05-07,MN,39757
2014-05-07,MO,66906
2014-05-07,MS,63698
2014-05-07,MT,9331
2014-05-07,NC,387401
2014-05-07,ND,3368
2014-05-07,NE,31126
2014-05-07,NH,16915
2014-05-07,NJ,66755
2014-05-07,NM,75021
2014-05-07,NV,236172
2014-05-07,NY,383950
2014-05-07,OH,705322
2014-05-07,OK,219479
2014-05-07,OR,83717
2014-05-07,PA,462193
2014-05-07,SC,237791
2014-05-07,SD,18086
2014-05-07,TN,243280
2014-05-07,TX,2261576
2014-05-07,UT,138386
2014-05-07,VA,188868
2014-05-07,VT,10868
2014-05-07,WA,363559
2014-05-07,WI,208374
2014-05-07,WV,41269
2014-05-07,WY,3550
2014-05-08,AL,305389
2014-05-08,AR,63473
2014-05-08,AZ,472441
2014-05-08,CA,2958941
2014-05-08,CO,256527
2014-05-08,CT,278121
2014-05-08,DE,16799
2014-05-08,FL,1399004
2014-05-08,GA,679748
2014-05-08,IA,156342
2014-05-08,ID,47907
2014-05-08,IL,145129
2014-05-08,IN,283466
2014-05-08,KS,114540
2014-05-08,KY,89131
2014-05-08,LA,453875
2014-05-08,MA,85741
2014-05-08,MD,256090
2014-05-08,ME,45115
2014-05-08,MI,760526
2014-05-08,MN,41995
2014-05-08,MO,76216
2014-05-08,MS,65463
2014-05-08,MT,11403
2014-05-08,NC,402192
2014-05-08,ND,4634
2014-05-08,NE,33014
2014-05-08,NH,19131
2014-05-08,NJ,73257
2014-05-08,NM,83297
2014-05-08,NV,251208
2014-05-08,NY,440275
2014-05-08,OH,869455
2014-05-08,OK,233103
2014-05-08,OR,90740
2014-05-08,PA,500093
2014-05-08,SC,261529
2014-05-08,SD,20664
2014-05-08,TN,274291
2014-05-08,TX,2757730
2014-05-08,UT,142798
2014-05-08,VA,205848
2014-05-08,VT,12649
2014-05-08,WA,398893
2014-05-08,WI,247779
2014-05-08,WV,49174
2014-05-08,WY,5424
2014-05-09,AL,255833
2014-05-09,AR,53194
2014-05-09,AZ,404717
2014-05-09,CA,2626684
2014-05-09,CO,209490
2014-05-09,CT,227152
2014-05-09,DE,11699
2014-05-09,FL,1143733
2014-05-09,GA,577189
2014-05-09,IA,116717
2014-05-09,ID,40191
2014-05-09,IL,113995
2014-05-09,IN,248929
2014-05-09,KS,89217
2014-05-09,KY,69011
2014-05-09,LA,374355
2014-05-09,MA,68748
2014-05-09,MD,219020
2014-05-09,ME,39098
2014-05-09,MI,648260
2014-05-09,MN,29540
2014-05-09,MO,57102
2014-05-09,MS,60014
2014-05-09,MT,9458
2014-05-09,NC,331701
2014-05-09,ND,3392
2014-05-09,NE,27446
2014-05-09,NH,16392
2014-05-09,NJ,63229
2014-05-09,NM,69811
2014-05-09,NV,234785
2014-05-09,NY,380005
2014-05-09,OH,651041
2014-05-09,OK,187633
2014-05-09,OR,81287
2014-05-09,PA,402303
2014-05-09,SC,196572
2014-05-09,SD,15482
2014-05-09,TN,232610
2014-05-09,TX,2092650
2014-05-09,UT,132095
2014-05-09,VA,174891
2014-05-09,VT,10634
2014-05-09,WA,350436
2014-05-09,WI,202027
2014-05-09,WV,44939
2014-05-09,WY,5917
2014-05-10,AL,260913
2014-05-10,AR,49471
2014-05-10,AZ,369204
2014-05-10,CA,2548661
2014-05-10,CO,193629
2014-05-10,CT,239388
2014-05-10,DE,12601
2014-05-10,FL,1138089
2014-05-10,GA,566226
2014-05-10,IA,104152
2014-05-10,ID,38110
2014-05-10,IL,106917
2014-05-10,IN,239664
2014-05-10,KS,95943
2014-05-10,KY,62880
2014-05-10,LA,363047
2014-05-10,MA,73121
2014-05-10,MD,218604
2014-05-10,ME,47776
2014-05-10,MI,601565
2014-05-10,MN,26058
2014-05-10,MO,53615
2014-05-10,MS,58830
2014-05-10,MT,8961
2014-05-10,NC,331680
2014-05-10,ND,2326
2014-05-10,NE,22106
2014-05-10,NH,17734
2014-05-10,NJ,67813
2014-05-10,NM,68087
2014-05-10,NV,227902
2014-05-10,NY,361914
2014-05-10,OH,586818
2014-05-10,OK,175076
2014-05-10,OR,70105
2014-05-10,PA,377859
2014-05-10,SC,203182
2014-05-10,SD,15785
2014-05-10,TN,229090
2014-05-10,TX,1976260
2014-05-10,UT,113789
2014-05-10,VA,170763
2014-05-10,VT,10666
2014-05-10,WA,315068
2014-05-10,WI,188607
2014-05-10,WV,42588
2014-05-10,WY,3949
2014-05-11,AL,280141
2014-05-11,AR,54525
2014-05-11,AZ,390692
2014-05-11,CA,2783323
2014-05-11,CO,232741
2014-05-11,CT,264834
2014-05-11,DE,13886
2014-05-11,FL,1299035
2014-05-11,GA,628504
2014-05-11,IA,126841
2014-05-11,ID,44405
2014-05-11,IL,127662
2014-05-11,IN,273287
2014-05-11,KS,98401
2014-05-11,KY,68984
2014-05-11,LA,377323
2014-05-11,MA,77077
2014-05-11,MD,253851
2014-05-11,ME,45690
2014-05-11,MI,711866
2014-05-11,MN,26075
2014-05-11,MO,55994
2014-05-11,MS,63118
2014-05-11,MT,11098
2014-05-11,NC,369978
2014-05-11,ND,3212
2014-05-11,NE,30476
2014-05-11,NH,17724
2014-05-11,NJ,76605
2014-05-11,NM,72657
2014-05-11,NV,246787
2014-05-11,NY,379575
2014-05-11,OH,675326
2014-05-11,OK,200004
2014-05-11,OR,74172
2014-05-11,PA,431615
2014-05-11,SC,226871
2014-05-11,SD,17709
2014-05-11,TN,231343
2014-05-11,TX,2188941
2014-05-11,UT,136302
2014-05-11,VA,178853
2014-05-11,VT,9015
2014-05-11,WA,350163
2014-05-11,WI,209158
2014-05-11,WV,46928
2014-05-11,WY,3459
2014-05-12,AL,306360
2014-05-12,AR,58319
2014-05-12,AZ,427624
2014-05-12,CA,2828246
2014-05-12,CO,247850
2014-05-12,CT,255031
2014-05-12,DE,14072
2014-05-12,FL,1319279
2014-05-12,GA,668867
2014-05-12,IA,138885
2014-05-12,ID,49102
2014-05-12,IL,129049
2014-05-12,IN,253011
2014-05-12,KS,107741
2014-05-12,KY,69127
2014-05-12,LA,407952
2014-05-12,MA,75826
2014-05-12,MD,269358
2014-05-12,ME,41234
2014-05-12,MI,798610
2014-05-12,MN,27177
2014-05-12,MO,69733
2014-05-12,MS,64642
2014-05-12,MT,9679
2014-05-12,NC,380598
2014-05-12,ND,4260
2014-05-12,NE,22660
2014-05-12,NH,20438
2014-05-12,NJ,72531
2014-05-12,NM,77401
2014-05-12,NV,233960
2014-05-12,NY,396540
2014-05-12,OH,773421
2014-05-12,OK,198073
2014-05-12,OR,84742
2014-05-12,PA,411148
2014-05-12,SC,243142
2014-05-12,SD,18742
2014-05-12,TN,249552
2014-05-12,TX,2502799
2014-05-12,UT,152741
2014-05-12,VA,168847
2014-05-12,VT,7883
2014-05-12,WA,364609
2014-05-12,WI,226737
2014-05-12,WV,44284
2014-05-12,WY,5286
2014-05-13,AL,300187
2014-05-13,AR,60390
2014-05-13,AZ,416195
2014-05-13,CA,2874433
2014-05-13,CO,223429
2014-05-13,CT,239418
2014-05-13,DE,14771
2014-05-13,FL,1260995
2014-05-13,GA,657034
2014-05-13,IA,125498
2014-05-13,ID,47488
2014-05-13,IL,123372
2014-05-13,IN,267467
2014-05-13,KS,97890
2014-05-13,KY,68502
2014-05-13,LA,412545
2014-05-13,MA,71989
2014-05-13,MD,263364
2014-05-13,ME,40418
2014-05-13,MI,775911
2014-05-13,MN,28458
2014-05-13,MO,64316
2014-05-13,MS,64520
2014-05-13,MT,10160
2014-05-13,NC,374992
2014-05-13,ND,4230
2014-05-13,NE,25151
2014-05-13,NH,18671
2014-05-13,NJ,69279
2014-05-13,NM,72737
2014-05-13,NV,232675
2014-05-13,NY,406072
2014-05-13,OH,706455
2014-05-13,OK,186261
2014-05-13,OR,82884
2014-05-13,PA,475834
2014-05-13,SC,230483
2014-05-13,SD,18806
2014-05-13,TN,248719
2014-05-13,TX,2339561
2014-05-13,UT,135297
2014-05-13,VA,166927
2014-05-13,VT,10481
2014-05-13,WA,370597
2014-05-13,WI,209794
2014-05-13,WV,49305
2014-05-13,WY,4383
2014-05-14,AL,327169
2014-05-14,AR,58202
2014-05-14,AZ,426051
2014-05-14,CA,3077631
2014-05-14,CO,230298
2014-05-14,CT,257047
2014-05-14,DE,16270
2014-05-14,FL,1333824
2014-05-14,GA,696814
2014-05-14,IA,124086
2014-05-14,ID,50554
2014-05-14,IL,125443
2014-05-14,IN,266375
2014-05-14,KS,99237
2014-05-14,KY,75170
2014-05-14,LA,431637
2014-05-14,MA,78794
2014-05-14,MD,253789
2014-05-14,ME,42853
2014-05-14,MI,748676
2014-05-14,MN,31577
2014-05-14,MO,66010
2014-05-14,MS,63593
2014-05-14,MT,8963
2014-05-14,NC,381295
2014-05-14,ND,3668
2014-05-14,NE,25075
2014-05-14,NH,23987
2014-05-14,NJ,66285
2014-05-14,NM,74897
2014-05-14,NV,237885
2014-05-14,NY,398918
2014-05-14,OH,734632
2014-05-14,OK,215316
2014-05-14,OR,84063
2014-05-14,PA,430830
2014-05-14,SC,231369
2014-05-14,SD,17969
2014-05-14,TN,257324
2014-05-14,TX,2285844
2014-05-14,UT,136785
2014-05-14,VA,162775
2014-05-14,VT,9436
2014-05-14,WA,377157
2014-05-14,WI,217133
2014-05-14,WV,45278
2014-05-14,WY,3538
2014-05-15,AL,290567
2014-05-15,AR,55018
2014-05-15,AZ,420790
2014-05-15,CA,2941459
2014-05-15,CO,222071
2014-05-15,CT,241687
2014-05-15,DE,12607
2014-05-15,FL,1276710
2014-05-15,GA,646397
2014-05-15,IA,118879
2014-05-15,ID,48423
2014-05-15,IL,112226
2014-05-15,IN,266740
2014-05-15,KS,92628
2014-05-15,KY,71806
2014-05-15,LA,372727
2014-05-15,MA,75161
2014-05-15,MD,247452
2014-05-15,ME,37596
2014-05-15,MI,734061
2014-05-15,MN,26727
2014-05-15,MO,59582
2014-05-15,MS,58803
2014-05-15,MT,9294
2014-05-15,NC,391807
2014-05-15,ND,4707
2014-05-15,NE,23377
2014-05-15,NH,20189
2014-05-15,NJ,70177
2014-05-15,NM,73914
2014-05-15,NV,235944
2014-05-15,NY,393576
2014-05-15,OH,694555
2014-05-15,OK,191909
2014-05-15,OR,87521
2014-05-15,PA,425873
2014-05-15,SC,237627
2014-05-15,SD,17119
2014-05-15,TN,244570
2014-05-15,TX,2119287
2014-05-15,UT,139621
2014-05-15,VA,166196
2014-05-15,VT,11562
2014-05-15,WA,374710
2014-05-15,WI,197100
2014-05-15,WV,44532
2014-05-15,WY,3473
2014-05-16,AL,254642
2014-05-16,AR,52234
2014-05-16,AZ,410122
2014-05-16,CA,2798638
2014-05-16,CO,207495
2014-05-16,CT,229180
2014-05-16,DE,13017
2014-05-16,FL,1135465
2014-05-16,GA,559298
2014-05-16,IA,106451
2014-05-16,ID,41367
2014-05-16,IL,103970
2014-05-16,IN,244294
2014-05-16,KS,86929
2014-05-16,KY,63647
2014-05-16,LA,341633
2014-05-16,MA,69795
2014-05-16,MD,227648
2014-05-16,ME,39104
2014-05-16,MI,628741
2014-05-16,MN,24834
2014-05-16,MO,54109
2014-05-16,MS,57597
2014-05-16,MT,7891
2014-05-16,NC,332412
2014-05-16,ND,3512
2014-05-16,NE,22697
2014-05-16,NH,17709
2014-05-16,NJ,66179
2014-05-16,NM,66141
2014-05-16,NV,237611
2014-05-16,NY,353702
2014-05-16,OH,594528
2014-05-16,OK,185851
2014-05-16,OR,75735
2014-05-16,PA,372334
2014-05-16,SC,194142
2014-05-16,SD,17856
2014-05-16,TN,219721
2014-05-16,TX,1992181
2014-05-16,UT,131252
2014-05-16,VA,145636
2014-05-16,VT,10537
2014-05-16,WA,353757
2014-05-16,WI,184853
2014-05-16,WV,38393
2014-05-16,WY,4963
2014-05-17,AL,237340
2014-05-17,AR,46625
2014-05-17,AZ,377196
2014-05-17,CA,2575211
2014-05-17,CO,193116
2014-05-17,CT,218753
2014-05-17,DE,11974
2014-05-17,FL,1081880
2014-05-17,GA,560859
2014-05-17,IA,92173
2014-05-17,ID,39194
2014-05-17,IL,102851
2014-05-17,IN,239369
2014-05-17,KS,81313
2014-05-17,KY,58766
2014-05-17,LA,338900
2014-05-17,MA,67296
2014-05-17,MD,222057
